"Enables slideshow. Turn it on with true or any interval in milliseconds","Enables slideshow. Turn it on with true or any interval in milliseconds"
"Stop autoplay on touch","Stop autoplay on touch"
"Stops slideshow at any user action with the fotorama.","Stops slideshow at any user action with the fotorama."
Click,Click
"Moving between frames by clicking.","Moving between frames by clicking."
Swipe,Swipe
"Moving between frames by swiping.","Moving between frames by swiping."
Keyboard,Keyboard
"Enables keyboard navigation.","Enables keyboard navigation."
Trackpad,Trackpad
"Enables trackpad support and horizontal mouse wheel as well.","Enables trackpad support and horizontal mouse wheel as well."
Shuffle,Shuffle
"Shuffles frames at launch.","Shuffles frames at launch."
Shadows,Shadows
RTL,RTL
Hash,Hash
Fit,Fit
"How to fit an image into a fotorama","How to fit an image into a fotorama"
Transition,Transition
"Start Index","Start Index"
"Index or id of the frame that will be shown upon initialization of the fotorama.","Index or id of the frame that will be shown upon initialization of the fotorama."
Ratio,Ratio
"Width divided by height. Recommended if you’re using percentage width.","Width divided by height. Recommended if you’re using percentage width."
"Stage container width in pixels or percents.","Stage container width in pixels or percents."
"Min Width","Min Width"
"Stage container minimum width in pixels or percents.","Stage container minimum width in pixels or percents."
"Max Width","Max Width"
"Stage container maximum width in pixels or percents.","Stage container maximum width in pixels or percents."
"Stage container height in pixels or percents.","Stage container height in pixels or percents."
"Min Height","Min Height"
"Stage container minimum height in pixels or percents.","Stage container minimum height in pixels or percents."
"Max Height","Max Height"
"Stage container maximum height in pixels or percents.","Stage container maximum height in pixels or percents."
Fotorama,Fotorama
"Media Library","Media Library"
"External Link","External Link"
Video,Video
contain,contain
cover,cover
scaledown,scaledown
none,none
slide,slide
crossfade,crossfade
dissolve,dissolve
dots,dots
thumbs,thumbs
false,false
top,top
bottom,bottom
"Instagram Options","Instagram Options"
Key,Key
"Number of photos","Number of photos"
"Link Target","Link Target"
"Display ""likes""","Display ""likes"""
"Display ""comments""","Display ""comments"""
"Text Font Size","Text Font Size"
PhotoSwipe,PhotoSwipe
"Same window","Same window"
"New window","New window"
Instagram,Instagram
"I am message box. Click edit button to change this text.","I am message box. Click edit button to change this text."
"Message Text","Message Text"
"Message Box Design","Message Box Design"
"Message Box Presets","Message Box Presets"
"Icon Background Color","Icon Background Color"
Informational,Informational
Warning,Warning
Success,Success
Error,Error
"Number Type","Number Type"
"Number Position","Number Position"
"Count Down","Count Down"
Linecap,Linecap
Number,Number
Max,Max
"Text Before Number","Text Before Number"
"Text to appear above the number. Leave it empty for none.","Text to appear above the number. Leave it empty for none."
"Text After Number","Text After Number"
"Text to appear after the number. Leave it empty for none.","Text to appear after the number. Leave it empty for none."
"Number Prefix","Number Prefix"
"For example, if your number is US$ 10, your prefix would be ""US$ "".","For example, if your number is US$ 10, your prefix would be ""US$ ""."
"Number Suffix","Number Suffix"
"For example, if your number is 10%, your suffix would be ""%"".","For example, if your number is 10%, your suffix would be ""%""."
"Animation Speed(seconds)","Animation Speed(seconds)"
"Number of seconds to complete the animation.","Number of seconds to complete the animation."
Delay(seconds),Delay(seconds)
"Before Text Color","Before Text Color"
"Before Text Size","Before Text Size"
"After Text Color","After Text Color"
"After Text Size","After Text Size"
"Bar Color","Bar Color"
"Bar Background Color","Bar Background Color"
"Only Number","Only Number"
"Circle Counter","Circle Counter"
"Bars Counter","Bars Counter"
Percent,Percent
Standard,Standard
"Inside Bar","Inside Bar"
"Above Bar","Above Bar"
"Below Bar","Below Bar"
"Select Template","Select Template"
"Choose which template load for this location.","Choose which template load for this location."
"Show Pin counts","Show Pin counts"
"Button Round","Button Round"
"Button Large","Button Large"
Items,Items
"Sub Title","Sub Title"
Price,Price
Currency,Currency
Period,Period
"Is Featured","Is Featured"
"Custom Classes","Custom Classes"
Features,Features
Button,Button
"Button Text","Button Text"
"Button Link","Button Link"
Position,Position
Heading,Heading
"Font Size","Font Size"
"Font Weight","Font Weight"
Featured,Featured
"Price Color","Price Color"
"Box Background Color","Box Background Color"
"Text Align","Text Align"
"Button Colors","Button Colors"
"Display Style","Display Style"
"Items per page","Items per page"
"Dots Navigation","Dots Navigation"
"Show all","Show all"
Pagination,Pagination
"Text Position","Text Position"
Units,Units
"Add Stripes","Add Stripes"
"Bar Height","Bar Height"
"Bar Border Radius","Bar Border Radius"
"Label Font Size","Label Font Size"
"Label Font Weight","Label Font Weight"
Bars,Bars
Value,Value
"Filled Color","Filled Color"
"Unfilled Color","Unfilled Color"
Inside,Inside
Below,Below
"Raw HTML","Raw HTML"
"Enter your HTML content.","Enter your HTML content."
"JavaScript Code","JavaScript Code"
"Enter your JavaScript code.","Enter your JavaScript code."
"Total Items","Total Items"
Product,Product
"Search product by name","Search product by name"
"Review Options","Review Options"
"Show Date","Show Date"
"Show Customer","Show Customer"
"Show Rating Star","Show Rating Star"
"Show Product Name","Show Product Name"
"Show Product Image","Show Product Image"
"Show Content","Show Content"
"Character Limit","Character Limit"
"If review text exceeds the character limit, View more link will be added.","If review text exceeds the character limit, View more link will be added."
"Equal Height","Equal Height"
"Star Color","Star Color"
"Recent Reviews","Recent Reviews"
"Product Sku","Product Sku"
"Search product by sku","Search product by sku"
"Product Display","Product Display"
"Border Hover Color","Border Hover Color"
Grid,Grid
List,List
"Slider Height","Slider Height"
"Image Hover Effect","Image Hover Effect"
Slides,Slides
"Background Type","Background Type"
"Youtube Video ID","Youtube Video ID"
"Vimeo Video ID","Vimeo Video ID"
Animation,Animation
"Animation Delay(s)","Animation Delay(s)"
"Line Height","Line Height"
Padding,Padding
Distance,Distance
Caption1,Caption1
Caption2,Caption2
"Slide Link","Slide Link"
"Slide Link Type","Slide Link Type"
Button1,Button1
Size,Size
"Hover Text Color","Hover Text Color"
"Hover Background Color","Hover Background Color"
"Hover Border Color","Hover Border Color"
Button2,Button2
"Carousel Options","Carousel Options"
"Navigation Buttons","Navigation Buttons"
"Navigation Size","Navigation Size"
"Dots Inside","Dots Inside"
"Dots Speed","Dots Speed"
Lazyload,Lazyload
"margin-right(px) on item.","margin-right(px) on item."
"Pause on Mouse Hover","Pause on Mouse Hover"
"Auto Play Timeout","Auto Play Timeout"
"Auto Play Speed","Auto Play Speed"
"Stage Padding","Stage Padding"
"Animation In","Animation In"
"Animation Out","Animation Out"
Youtube,Youtube
Vimeo,Vimeo
"Full Slide","Full Slide"
Block,Block
Box,Box
"Box Color","Box Color"
"Image Border Radius","Image Border Radius"
"Content Font Size","Content Font Size"
"Content Font Weight","Content Font Weight"
Name,Name
"Name Color","Name Color"
"Name Font Size","Name Font Size"
"Name Font Weight","Name Font Weight"
Job,Job
"Job Color","Job Color"
"Job Font Size","Job Font Size"
"Job Font Weight","Job Font Weight"
Testimonials,Testimonials
Type1,Type1
Type2,Type2
Type3,Type3
"Toggle Title","Toggle Title"
"Toggle content goes here, click edit button to change this text.","Toggle content goes here, click edit button to change this text."
"Icon Style","Icon Style"
"Default state","Default state"
Default,Default
Round,Round
"Round Outline","Round Outline"
Square,Square
"Square Outline","Square Outline"
"Text Only","Text Only"
Closed,Closed
Open,Open
"Button Type","Button Type"
"Share url: page URL","Share url: page URL"
"Use the current page url to share?","Use the current page url to share?"
"Share url: custom URL","Share url: custom URL"
"Enter custom page url which you like to share on twitter?","Enter custom page url which you like to share on twitter?"
"Tweet text: page title","Tweet text: page title"
"Use the current page title as tweet text?","Use the current page title as tweet text?"
"Tweet text: custom text","Tweet text: custom text"
"Enter the text to be used as a tweet?","Enter the text to be used as a tweet?"
"Via @","Via @"
"Enter your Twitter username.","Enter your Twitter username."
"Recommend @","Recommend @"
"Enter the Twitter username to be recommended.","Enter the Twitter username to be recommended."
"Hashtag #","Hashtag #"
"Add a comma-separated list of hashtags to a Tweet using the hashtags parameter.","Add a comma-separated list of hashtags to a Tweet using the hashtags parameter."
"User @","User @"
"Enter username to follow.","Enter username to follow."
"Show username","Show username"
"Show followers count","Show followers count"
"Do you want to display the follower count in button?","Do you want to display the follower count in button?"
"Add hashtag to a Tweet using the hashtags parameter","Add hashtag to a Tweet using the hashtags parameter"
"Tweet Text","Tweet Text"
"Set custom text for tweet.","Set custom text for tweet."
"Enter username to be recommended.","Enter username to be recommended."
"Tweet Url","Tweet Url"
"Tweet to @","Tweet to @"
"Enter username where you want to send your tweet.","Enter username where you want to send your tweet."
"Enter custom text for the tweet.","Enter custom text for the tweet."
"Enter username to recommend.","Enter username to recommend."
"Use large button","Use large button"
"Do you like to display a larger Tweet button?","Do you like to display a larger Tweet button?"
Language,Language
"Select button display language or allow it to be automatically defined by user preferences.","Select button display language or allow it to be automatically defined by user preferences."
"Share a link","Share a link"
Follow,Follow
Mention,Mention
English,English
Arabic,Arabic
Bengali,Bengali
Czech,Czech
Danish,Danish
German,German
Greek,Greek
Spanish,Spanish
Persian,Persian
Finnish,Finnish
Filipino,Filipino
French,French
Hebrew,Hebrew
Hindi,Hindi
Hungarian,Hungarian
Indonesian,Indonesian
Italian,Italian
Japanese,Japanese
Korean,Korean
Malay,Malay
Dutch,Dutch
Norwegian,Norwegian
Polish,Polish
Portuguese,Portuguese
Romanian,Romanian
Russian,Russian
Swedish,Swedish
Thai,Thai
Turkish,Turkish
Ukrainian,Ukrainian
Urdu,Urdu
Vietnamese,Vietnamese
"Chinese (Simplified)","Chinese (Simplified)"
"Chinese (Traditional)","Chinese (Traditional)"
"Timeline URL","Timeline URL"
"Number of Tweets","Number of Tweets"
"Show Replies","Show Replies"
Chrome,Chrome
Theme,Theme
Automatic,Automatic
Source,Source
"Video Title","Video Title"
"Video Description","Video Description"
"Video Options","Video Options"
"Video Aspect Ratio","Video Aspect Ratio"
"Start Time","Start Time"
"Specify a start time (in seconds)","Specify a start time (in seconds)"
"End Time","End Time"
"Specify a end time (in seconds)","Specify a end time (in seconds)"
Autoplay,Autoplay
Mute,Mute
"Intro Title","Intro Title"
"Intro Portrait","Intro Portrait"
"Intro Byline","Intro Byline"
"Controls Color","Controls Color"
"Player Controls","Player Controls"
"Modest Branding","Modest Branding"
"Show Related Videos","Show Related Videos"
"Privacy Mode","Privacy Mode"
"When you turn on privacy mode, YouTube won't store information about visitors on your website unless they play the video.","When you turn on privacy mode, YouTube won't store information about visitors on your website unless they play the video."
"Show Preview Image","Show Preview Image"
"Preview Image","Preview Image"
Lightbox,Lightbox
"Lightbox Width","Lightbox Width"
"Show Play Icon","Show Play Icon"
"Play Icon Size(px)","Play Icon Size(px)"
"Play Icon Color","Play Icon Color"
"Custom Play Icon","Custom Play Icon"
YouTube,YouTube
"Save Template","Save Template"
"Save current layout as a template","Save current layout as a template"
"My Templates","My Templates"
"Template Library","Template Library"
Edit,Edit
"Delete %1","Delete %1"
"Are you sure you want to delete a %1 record?","Are you sure you want to delete a %1 record?"
"WYSIWYG Editor","WYSIWYG Editor"
Hour,Hour
Minute,Minute
Second,Second
Facebook,Facebook
"Pin It","Pin It"
"Add to Cart","Add to Cart"
"In stock","In stock"
"Out of stock","Out of stock"
"Add to Wish List","Add to Wish List"
"Add to Compare","Add to Compare"
"Learn More","Learn More"
"View more","View more"
Tweet,Tweet
"Follow @%1","Follow @%1"
"Tweet #%1","Tweet #%1"
"Tweet to @A1","Tweet to @A1"
Cancel,Cancel
Submit,Submit
Template,Template
"Magezon Page Builder","Magezon Page Builder"
"General Settings","General Settings"
"Current Version","Current Version"
"Enable Magezon Page Builder","Enable Magezon Page Builder"
"Enable for CMS Pages","Enable for CMS Pages"
"Enable for Blocks","Enable for Blocks"
"Enable for Products","Enable for Products"
"Enable for Categories","Enable for Categories"
Accordion,Accordion
Toggle,Toggle
Slider,Slider
"Image Carousel","Image Carousel"
"Image Gallery","Image Gallery"
"Facebook Like","Facebook Like"
"Facebook Page","Facebook Page"
"Facebook Comments","Facebook Comments"
"Twitter Button","Twitter Button"
"Twitter Timeline","Twitter Timeline"
Pinterest,Pinterest
"Flickr Widget","Flickr Widget"
"Video Player","Video Player"
"Message Box","Message Box"
"Progress Bar","Progress Bar"
"Number Counter","Number Counter"
Countdown,Countdown
"Flip Box","Flip Box"
"Content Slider","Content Slider"
"Raw JS","Raw JS"
"Call to Action","Call to Action"
"Pricing Table","Pricing Table"
"Magezon Page Builder Template","Magezon Page Builder Template"
"Static Block","Static Block"
"Contact Form","Contact Form"
"Single Product","Single Product"
"Product Slider","Product Slider"
"Product Grid","Product Grid"
"Product List","Product List"
"Template Information","Template Information"
"Enable Template","Enable Template"
"Add New Template","Add New Template"
"Delete items","Delete items"
"Are you sure you wan't to delete selected items?","Are you sure you wan't to delete selected items?"
ID,ID
DESC,DESC
Status,Status
