"Brand Logo Height in Product Page","Brand Logo Height in Product Page"
"All Brands Page Settings","All Brands Page Settings"
"Brand List Name","Brand List Name"
"This name will be displayed on Brand Page title, Breadcrumbs","This name will be displayed on Brand Page title, Breadcrumbs"
"Style of Brand List Page","Style of Brand List Page"
"Select <b>List View</b> to have brands shown as a list or <b>Alphabet Style</b> to have them appear in the alphabet order.<br>Recommended: <b>Alphabet Style</b>","Select <b>List View</b> to have brands shown as a list or <b>Alphabet Style</b> to have them appear in the alphabet order.<br>Recommended: <b>Alphabet Style</b>"
"Display Option","Display Option"
"Select things to show with brands.<br>Default: <b>Logo and Label</b>","Select things to show with brands.<br>Default: <b>Logo and Label</b>"
"Brand Logo Width","Brand Logo Width"
"Brand Logo Height","Brand Logo Height"
"Style Color","Style Color"
"The main color of Brand Page.","The main color of Brand Page."
"Show Brand Short Description","Show Brand Short Description"
"Select <b>Yes</b> to show short description of each brand in brand list. Default: NO","Select <b>Yes</b> to show short description of each brand in brand list. Default: NO"
"Show Brand Product Quantity","Show Brand Product Quantity"
"Select <b>Yes</b> to show product quantity of each brand list. Default: NO","Select <b>Yes</b> to show product quantity of each brand list. Default: NO"
"Show Brand Quick View Popup","Show Brand Quick View Popup"
"Select <b>Yes</b> to quick view popup of each brand. Default: NO","Select <b>Yes</b> to quick view popup of each brand. Default: NO"
"Custom CSS","Custom CSS"
"Example: .step-title{background-color: #1979c3;}","Example: .step-title{background-color: #1979c3;}"
"Brand Filter Function","Brand Filter Function"
"Show Brand Categories Filter","Show Brand Categories Filter"
"Select <b>Yes</b> to enable Brand Category filter. Default: NO","Select <b>Yes</b> to enable Brand Category filter. Default: NO"
"Show Brand Alphabet Filter","Show Brand Alphabet Filter"
"Select <b>Yes</b> to enable Brand Alphabet filter","Select <b>Yes</b> to enable Brand Alphabet filter"
"Brand Alphabet","Brand Alphabet"
"Character Set","Character Set"
"Default: UTF-8. Encode key for specific language (leave blank for default value). E.g: UTF-8, ISO-8859-1","Default: UTF-8. Encode key for specific language (leave blank for default value). E.g: UTF-8, ISO-8859-1"
"Brand Search Settings","Brand Search Settings"
"Show Search Block","Show Search Block"
"Select <b>Yes</b> to show Search Block.","Select <b>Yes</b> to show Search Block."
"Min chars","Min chars"
"Enter the minimum number of characters used to search brand names. Default: 1.","Enter the minimum number of characters used to search brand names. Default: 1."
"Number of Search Result","Number of Search Result"
"Enter the maximum number of searched results. Leave 0 or empty to set no limit.<br>Default: 10.","Enter the maximum number of searched results. Leave 0 or empty to set no limit.<br>Default: 10."
"Show Thumbnail Image","Show Thumbnail Image"
"Select <b>Yes</b> to show brand thumbnails in the search result list.","Select <b>Yes</b> to show brand thumbnails in the search result list."
"Featured Brand Settings","Featured Brand Settings"
"Show Featured Brands","Show Featured Brands"
"Select <b>Yes</b> to enable the feature.","Select <b>Yes</b> to enable the feature."
Title,Title
"Enter the title of the block. Default: Featured Brand.","Enter the title of the block. Default: Featured Brand."
"Display Featured Brands Style","Display Featured Brands Style"
"Select display style for featured brands.<br>*You must have at least <b>2</b> featured brands are required to be shown in a <b>slider</b>","Select display style for featured brands.<br>*You must have at least <b>2</b> featured brands are required to be shown in a <b>slider</b>"
"Display Information","Display Information"
"Select information displayed with featured brands.","Select information displayed with featured brands."
"Embedded Code","Embedded Code"
"Brand Related Products","Brand Related Products"
"Show Related Products","Show Related Products"
"Select <b>Yes</b> to enable this feature.","Select <b>Yes</b> to enable this feature."
"Name the related product block. Default: Products from the same brand.","Name the related product block. Default: Products from the same brand."
Limit,Limit
"Enter the maximum number of related products displayed in the block.","Enter the maximum number of related products displayed in the block."
"Default Image","Default Image"
"Upload image for brand. If no file is chosen, the default image will be used (ipg,jpeg,gif,png)","Upload image for brand. If no file is chosen, the default image will be used (ipg,jpeg,gif,png)"
"Default Block","Default Block"
"Select a CMS Static Block to have it displayed in the Brand Page.","Select a CMS Static Block to have it displayed in the Brand Page."
"Show Brand Image On Brand Page","Show Brand Image On Brand Page"
"Select <b>Yes</b> to display brand image in the Brand Page.","Select <b>Yes</b> to display brand image in the Brand Page."
"Show Brand Description On Brand Page","Show Brand Description On Brand Page"
"Select <b>Yes</b> to display description of brand in the Brand Page.","Select <b>Yes</b> to display description of brand in the Brand Page."
"Show Brand Static Block On Brand Page","Show Brand Static Block On Brand Page"
"Select <b>Yes</b> to have the CMS Static Block chosen above displayed in Brand Page.","Select <b>Yes</b> to have the CMS Static Block chosen above displayed in Brand Page."
Sidebar,Sidebar
"Select <b>Yes</b> to enable displaying the featured brands block in the sidebar","Select <b>Yes</b> to enable displaying the featured brands block in the sidebar"
"Enter the title of the featured brand name block. Default: Featured Brand","Enter the title of the featured brand name block. Default: Featured Brand"
"Show Title","Show Title"
"Select <b>Yes</b> to show featured brand title","Select <b>Yes</b> to show featured brand title"
"Brand List Thumbnail","Brand List Thumbnail"
"Show Brand Thumbnail","Show Brand Thumbnail"
"Select <b>Yes</b> to enable displaying the <b>Brand List Thumbnail</b> block in the sidebar","Select <b>Yes</b> to enable displaying the <b>Brand List Thumbnail</b> block in the sidebar"
"Enter the block's name.Default: Brand List","Enter the block's name.Default: Brand List"
"Brand's Qty Limit","Brand's Qty Limit"
"Enter the maximum number of brand names displayed in the <b>Brand List Thumbnail</b> block.","Enter the maximum number of brand names displayed in the <b>Brand List Thumbnail</b> block."
"Category Brand","Category Brand"
"Show Category Brand","Show Category Brand"
"Select <b>Yes</b> to enable displaying the <b>Category Brand</b> block in the sidebar","Select <b>Yes</b> to enable displaying the <b>Category Brand</b> block in the sidebar"
"Enter the name of the <b>Category Brand</b> block. Default: Brand Category.","Enter the name of the <b>Category Brand</b> block. Default: Brand Category."
"Category's Qty Limit","Category's Qty Limit"
"Enter the maximum number of categories in the block","Enter the maximum number of categories in the block"
"Show Brand Category Quantity","Show Brand Category Quantity"
"Select <b>Yes</b> to show the number of brand categories.","Select <b>Yes</b> to show the number of brand categories."
SEO,SEO
"Add Noindex to Pagination Pages","Add Noindex to Pagination Pages"
"Default Config","Default Config"
